task_code,status_code,wbs_id,task_name,start_date,end_date,user_field_833,delete_record_flag,,
CP15140,Not Started,LINXS-191113-2-Des.C.1.4,Install Vierendeel Truss PW Underside Metal Panel - VC4.5 - West CTA Station,5/26/2022 08:00,6/10/2022 17:00,WP45,,,
CP15130,Not Started,LINXS-191113-2-Des.C.1.4,Frame Vierendeel Truss PW Underside - VC4.5 - West CTA Station,5/16/2022 08:00,5/25/2022 17:00,WP45,,,
CP15120,Not Started,LINXS-191113-2-Des.C.1.4,Install Vierendeel Truss PW Signage / Wayfinding - VC4.5 - West CTA Station,5/24/2022 08:00,5/27/2022 17:00,WP45,,,
CP15110,Not Started,LINXS-191113-2-Des.C.1.4,Erect Vierendeel Truss PW Terrazo - VC4.5 - West CTA Station,5/3/2022 08:00,5/23/2022 17:00,WP45,,,
CP15100,Not Started,LINXS-191113-2-Des.C.1.4,Erect Vierendeel Truss PW Interior Guardrails - VC4.5 - West CTA Station,5/9/2022 08:00,5/13/2022 17:00,WP45,,,
CP15070,Not Started,LINXS-191113-2-Des.C.1.4,Remove Vierendeel Truss PW Suspended Access Platform - VC4.5 - West CTA Station,5/9/2022 08:00,5/12/2022 17:00,WP45,,,
CP15060,Not Started,LINXS-191113-2-Des.C.1.4,Install Vierendeel Truss PW Glazing - VC4.5 - West CTA Station,4/28/2022 08:00,5/6/2022 17:00,WP45,,,
CP15040,Not Started,LINXS-191113-2-Des.C.1.4,Erect Vierendeel Truss PW Structural Columns - VC4.5 - West CTA Station,4/14/2022 08:00,4/27/2022 17:00,WP45,,,
CP15030,Not Started,LINXS-191113-2-Des.C.1.4,Install Vierendeel Truss PW Metal Ceiling Panels - VC4.5 - West CTA Station,4/8/2022 08:00,4/19/2022 17:00,WP45,,,
CP15020,Not Started,LINXS-191113-2-Des.C.1.4,Install Vierendeel Truss PW Column Wraps - VC4.5 - West CTA Station,3/29/2022 08:00,4/7/2022 17:00,WP45,,,
CP15010,Not Started,LINXS-191113-2-Des.C.1.4,Install Vierendeel Truss PW Metal Facia - VC4.5 - West CTA Station,3/24/2022 08:00,4/4/2022 17:00,WP45,,,
CP15000,Not Started,LINXS-191113-2-Des.C.1.4,Frame Vierendeel Truss PW Columns - VC4.5 - West CTA Station,3/16/2022 08:00,3/23/2022 17:00,WP45,,,
CP14990,Not Started,LINXS-191113-2-Des.C.1.4,Erect Vierendeel Truss PW Frame Ceiling - VC4.5 - West CTA Station,3/10/2022 08:00,3/23/2022 17:00,WP45,,,
CP14980,Not Started,LINXS-191113-2-Des.C.1.4,Install Vierendeel Truss PW Tapered Insulation / Roofing - VC4.5 - West CTA Station,3/10/2022 08:00,3/17/2022 17:00,WP45,,,
CP14970,Not Started,LINXS-191113-2-Des.C.1.4,Place / Weld Off Vierendeel Truss PW Floor Decking - VC4.5 - West CTA Station (2 of 2),3/4/2022 08:00,3/9/2022 17:00,WP45,,,
CP14960,Not Started,LINXS-191113-2-Des.C.1.4,Prep / Pour Vierendeel Truss PW Concrete - VC4.5 - West CTA Station,3/1/2022 08:00,3/3/2022 17:00,WP45,,,
CP14950,Not Started,LINXS-191113-2-Des.C.1.4,Place Vierendeel Truss PW Concrete Reinforcing - VC4.5 - West CTA Station,2/23/2022 08:00,2/28/2022 17:00,WP45,,,
CP14940,Not Started,LINXS-191113-2-Des.C.1.4,Rough-in Vierendeel Truss PW Plumbing - VC4.5 - West CTA Station,2/23/2022 08:00,3/1/2022 17:00,WP45,,,
CP14920,Not Started,LINXS-191113-2-Des.C.1.4,Place / Weld Off Vierendeel Truss PW Floor Decking - VC4.5 - West CTA Station (1 of 2),2/15/2022 08:00,2/22/2022 17:00,WP45,,,
CP14910,Not Started,LINXS-191113-2-Des.C.1.4,Weld Off Vierendeel Truss PW Structure - VC4.5 - West CTA Station,2/3/2022 08:00,2/14/2022 17:00,WP45,,,
CP14900,Not Started,LINXS-191113-2-Des.C.1.4,Erect Vierendeel Truss PW Intermediate Floor & Roof Beams - VC4.5 - West CTA Station,1/27/2022 08:00,2/2/2022 17:00,WP45,,,
CP14890,Not Started,LINXS-191113-2-Des.C.1.4,Erect Vierendeel Truss PW Suspended Access Platform - VC4.5 - West CTA Station,1/20/2022 08:00,1/26/2022 17:00,WP45,,,
CP14880,Not Started,LINXS-191113-2-Des.C.1.4,Stabilize / Weld Vierendeel Truss PW 2st Section - VC4.5 - West CTA Station,1/18/2022 08:00,1/19/2022 17:00,WP45,,,
CP14870,Not Started,LINXS-191113-2-Des.C.1.4,Erect Vierendeel Truss PW 2nd Side Each Location - VC4.5 - West CTA Station,1/17/2022 08:00,1/17/2022 17:00,WP45,,,
CP14860,Not Started,LINXS-191113-2-Des.C.1.4,Stabilize / Weld Vierendeel Truss PW 1st Section - VC4.5 - West CTA Station,1/13/2022 08:00,1/14/2022 17:00,WP45,,,
CP14850,Not Started,LINXS-191113-2-Des.C.1.4,Erect Vierendeel Truss PW 1st Side Each Location - VC4.5 - West CTA Station,1/12/2022 08:00,1/12/2022 17:00,WP45,,,
CP14840,Not Started,LINXS-191113-2-Des.C.1.4,Set Up Vierendeel Truss PW Crane / Truss Staging - VC4.5 - WCTA Stn (Note Exh10C NLT 12.31.21),1/7/2022 08:00,1/11/2022 17:00,WP45,,,
LOECP05110,Not Started,LINXS-191113-2-Des.C.1.4,Vierendeel Truss Ped Walkway - VC4.5 - LOE,1/7/2022 08:00,6/10/2022 17:00,WP45,,,
CP13280,Not Started,LINXS-191113-2-Des.C.1.4,Erect PW Signage / Wayfinding - T4.5 - West CTA Station,12/9/2021 08:00,12/22/2021 17:00,WP45,,,
CP13270,Not Started,LINXS-191113-2-Des.C.1.4,Erect PW Polish Concrete - T4.5 - West CTA Station,5/14/2021 08:00,6/24/2021 17:00,WP45,,,
CP13260,Not Started,LINXS-191113-2-Des.C.1.4,Erect PW Interior Guardrails - T4.5 - West CTA Station,11/12/2021 08:00,12/8/2021 17:00,WP45,,,
CP13250,Not Started,LINXS-191113-2-Des.C.1.4,Complete PW Low Voltage Finishes - T4.5 - West CTA Station,9/3/2021 08:00,10/8/2021 17:00,WP45,,,
CP13230,Not Started,LINXS-191113-2-Des.C.1.4,Install PW Glazing - T4.5 - West CTA Station,9/20/2021 08:00,11/5/2021 17:00,WP45,,,
CP13220,Not Started,LINXS-191113-2-Des.C.1.4,Install PW Metal Ceiling Panels / Belly Wrap - T4.5 - West CTA Station,9/3/2021 08:00,10/13/2021 17:00,WP45,,,
CP13210,Not Started,LINXS-191113-2-Des.C.1.4,Install PW Moving Walkway - T4.5 0- West CTA Station,8/19/2021 08:00,11/11/2021 17:00,WP45,,,
CP13200,Not Started,LINXS-191113-2-Des.C.1.4,Load PW Moving Walkways - T4.5 - West CTA Station,7/28/2021 08:00,8/4/2021 17:00,WP45,,,
CP13180,Not Started,LINXS-191113-2-Des.C.1.4,Install PW Tapered Insulation / Roofing - T4.5 - West CTA Station,7/6/2021 08:00,7/27/2021 17:00,WP45,,,
CP13170,Not Started,LINXS-191113-2-Des.C.1.4,Install PW Metal Facia / Gutter - T4.5 - West CTA Station,8/23/2021 08:00,9/2/2021 17:00,WP45,,,
CP13160,Not Started,LINXS-191113-2-Des.C.1.4,Construct PW Glazing System Framing - T4.5 - West CTA Station,7/26/2021 08:00,8/20/2021 17:00,WP45,,,
CP13150,Not Started,LINXS-191113-2-Des.C.1.4,Install PW Column Wraps - T4.5 - West CTA Station,7/12/2021 08:00,7/23/2021 17:00,WP45,,,
CP13140,Not Started,LINXS-191113-2-Des.C.1.4,Erect PW Frame Ceiling / Belly - T4.5 - West CTA Station,7/12/2021 08:00,8/18/2021 17:00,WP45,,,
CP13130,Not Started,LINXS-191113-2-Des.C.1.4,Install PW Frame Columns - T4.5 - West CTA Station,6/25/2021 08:00,7/9/2021 17:00,WP45,,,
CP13120,Not Started,LINXS-191113-2-Des.C.1.4,Place / Weld Off PW Floor Decking - T4.5 - West CTA,6/25/2021 08:00,7/2/2021 17:00,WP45,,,
CP13110,Not Started,LINXS-191113-2-Des.C.1.4,Prep / Pour PW Concrete - T4.5 - West CTA Station,5/4/2021 08:00,5/13/2021 17:00,WP45,,,
CP13100,Not Started,LINXS-191113-2-Des.C.1.4,Place PW Concrete Reinforcing - T4.5 - West CTA Station,4/23/2021 08:00,4/30/2021 17:00,WP45,,,
CP13090,Not Started,LINXS-191113-2-Des.C.1.4,Rough-in PW Plumbing - T4.5 - West CTA Station,4/23/2021 08:00,5/14/2021 17:00,WP45,,,
CP13070,Not Started,LINXS-191113-2-Des.C.1.4,Place / Weld Off PW Floor Decking - T4.5 - West CTA Station,4/14/2021 08:00,4/22/2021 17:00,WP45,,,
CP13060,Not Started,LINXS-191113-2-Des.C.1.4,Weld Off PW Structure - T4.5 - West CTA Station,3/19/2021 08:00,4/13/2021 17:00,WP45,,,
CP13050,Not Started,LINXS-191113-2-Des.C.1.4,Erect PW Intermediate Roof Beams / Load Decking - T4.5 Span 4 & T - West CTA Station,3/16/2021 08:00,3/18/2021 17:00,WP45,,,
CP13040,Not Started,LINXS-191113-2-Des.C.1.4,Erect PW Columns and Main Roof Girders - T4.5 - West CTA,3/9/2021 08:00,3/15/2021 17:00,WP45,,,
CP13030,Not Started,LINXS-191113-2-Des.C.1.4,Erect PW Steel Girder Beams / Misc. Floor Steel - T4.5 Span 4 & T - West CTA Station,3/4/2021 08:00,3/8/2021 17:00,WP45,,,
CP13020,Not Started,LINXS-191113-2-Des.C.1.4,Set Up PW Crane - T4.5 - West CTA Station,3/3/2021 08:00,3/3/2021 17:00,WP45,,,
CP13010,Not Started,LINXS-191113-2-Des.C.1.4,Erect PW Intermediate Roof Beams / Load Decking - T4.5 Span 5 & 6 - West CTA Station,2/26/2021 08:00,3/2/2021 17:00,WP45,,,
CP13000,Not Started,LINXS-191113-2-Des.C.1.4,Erect PW Columns and Main Roof Girders - T4.5 - West CTA Station,2/19/2021 08:00,2/25/2021 17:00,WP45,,,
CP12990,Not Started,LINXS-191113-2-Des.C.1.4,Erect PW Steel Girder Beams / Misc. Floor Steel - T4.5 Span 5 & 6 - West CTA Station,2/16/2021 08:00,2/18/2021 17:00,WP45,,,
CP12980,Not Started,LINXS-191113-2-Des.C.1.4,Set up PW Crane / Prep Steel - T4.5 - West CTA Station,2/15/2021 08:00,2/15/2021 17:00,WP45,,,
LOECP01090,Not Started,LINXS-191113-2-Des.C.1.4,Ped Walkways - West CTA T4.5  - LOE,2/15/2021 08:00,12/22/2021 17:00,WP45,,,
CP10210,Not Started,LINXS-191113-2-Des.C.1.4,Erect PW Bent 01 Structural Columns - T4.5 - West CTA Station,9/28/2020 08:00,10/6/2020 17:00,WP45,,,
CP10120,Not Started,LINXS-191113-2-Des.C.1.4,Install PW Bent 01 CIDH - T4.5 - West CTA Station,9/14/2020 08:00,9/16/2020 17:00,WP45,,,
CP13380,Not Started,LINXS-191113-2-Des.C.1.4,Relocate Iconic Lights - T4.5 - West CTA Station,12/9/2021 08:00,12/15/2021 17:00,WP45,,,
CP31340,Not Started,LINXS-191113-2-Des.C.1.4,Install PW Bent 01 Bent Cap - T4.5 - West CTA Station,10/7/2020 08:00,10/15/2020 17:00,WP45,,,
CP31450,Not Started,LINXS-191113-2-Des.C.1.4,Install PW Bent 02 CIDH - T4.5 - West CTA Station,9/17/2020 08:00,9/21/2020 17:00,WP45,,,
CP31460,Not Started,LINXS-191113-2-Des.C.1.4,Install PW Bent 03 CIDH - T4.5 - West CTA Station,9/22/2020 08:00,9/24/2020 17:00,WP45,,,
CP31470,Not Started,LINXS-191113-2-Des.C.1.4,Install PW Bent 04 CIDH - T4.5 - West CTA Station,9/25/2020 08:00,9/29/2020 17:00,WP45,,,
CP31480,Not Started,LINXS-191113-2-Des.C.1.4,Install PW Bent 05 CIDH - T4.5 - West CTA Station,9/30/2020 08:00,10/2/2020 17:00,WP45,,,
CP31880,Not Started,LINXS-191113-2-Des.C.1.4,Erect PW Bent 02 Structural Columns - T4.5 - West CTA Station,10/2/2020 08:00,10/12/2020 17:00,WP45,,,
CP31890,Not Started,LINXS-191113-2-Des.C.1.4,Erect PW Bent 03 Structural Columns - T4.5 - West CTA Station,10/8/2020 08:00,10/16/2020 17:00,WP45,,,
CP31900,Not Started,LINXS-191113-2-Des.C.1.4,Erect PW Bent 04 Structural Columns - T4.5 - West CTA Station,10/14/2020 08:00,10/22/2020 17:00,WP45,,,
CP31910,Not Started,LINXS-191113-2-Des.C.1.4,Erect PW Bent 05 Structural Columns - T4.5 - West CTA Station,10/20/2020 08:00,10/28/2020 17:00,WP45,,,
CP31920,Not Started,LINXS-191113-2-Des.C.1.4,Install PW Bent 02 Bent Cap - T4.5 - West CTA Station,10/13/2020 08:00,10/21/2020 17:00,WP45,,,
CP31930,Not Started,LINXS-191113-2-Des.C.1.4,Install PW Bent 03 Bent Cap - T4.5 - West CTA Station,10/19/2020 08:00,10/27/2020 17:00,WP45,,,
CP31940,Not Started,LINXS-191113-2-Des.C.1.4,Install PW Bent 04 Bent Cap - T4.5 - West CTA Station,10/23/2020 08:00,11/2/2020 17:00,WP45,,,
CP31950,Not Started,LINXS-191113-2-Des.C.1.4,Install PW Bent 05 Bent Cap - T4.5 - West CTA Station,10/29/2020 08:00,11/6/2020 17:00,WP45,,,
CP10120.10,Not Started,LINXS-191113-2-Des.C.1.4,Install PW Bent 01 CIDH Pile Cap - T4.5 - West CTA Station,9/22/2020 08:00,9/25/2020 17:00,WP45,,,
CP31450.10,Not Started,LINXS-191113-2-Des.C.1.4,Install PW Bent 02 CIDH Pile Cap - T4.5 - West CTA Station,9/28/2020 08:00,10/1/2020 17:00,WP45,,,
CP31460.10,Not Started,LINXS-191113-2-Des.C.1.4,Install PW Bent 03 CIDH Pile Cap - T4.5 - West CTA Station,10/2/2020 08:00,10/7/2020 17:00,WP45,,,
CP31470.10,Not Started,LINXS-191113-2-Des.C.1.4,Install PW Bent 04 CIDH Pile Cap - T4.5 - West CTA Station,10/8/2020 08:00,10/13/2020 17:00,WP45,,,
CP31480.10,Not Started,LINXS-191113-2-Des.C.1.4,Install PW Bent 05 CIDH Pile Cap - T4.5 - West CTA Station,10/14/2020 08:00,10/19/2020 17:00,WP45,,,
CV10780,Not Started,LINXS-191113-2-Des.C.1.4.01,Construct Structural Steel - VC-P4 - West CTA Station,4/29/2021 08:00,5/6/2021 17:00,,,,
CV10710,Not Started,LINXS-191113-2-Des.C.1.4.01,Erect Stairs - VC-P4 - West CTA Station,5/17/2021 08:00,6/9/2021 17:00,,,,
CV10640,Not Started,LINXS-191113-2-Des.C.1.4.01,Erect Sheathing/Skin - VC-P4 - West CTA Station,5/25/2021 08:00,6/17/2021 17:00,,,,
CV10570,Not Started,LINXS-191113-2-Des.C.1.4.01,Install Shaft Liner - VC-P4 - West CTA Station,5/17/2021 08:00,5/24/2021 17:00,,,,
CV10500,Not Started,LINXS-191113-2-Des.C.1.4.01,Select Demo - VC-P4 - West CTA Station,4/14/2021 08:00,4/21/2021 17:00,,,,
CV10430,Not Started,LINXS-191113-2-Des.C.1.4.01,Construct Metal Framing - VC-P4 - West CTA Station,5/7/2021 08:00,5/14/2021 17:00,,,,
CV10360,Not Started,LINXS-191113-2-Des.C.1.4.01,Install MPF - VC-P4 - West CTA Station,5/17/2021 08:00,5/24/2021 17:00,,,,
CV10290,Not Started,LINXS-191113-2-Des.C.1.4.01,Install  Elevators - VC-P4 - West CTA Station,5/25/2021 08:00,8/13/2021 17:00,,,,
CV10120,Not Started,LINXS-191113-2-Des.C.1.4.01,Install Foundation - VC-P4 - West CTA Station,4/22/2021 08:00,4/28/2021 17:00,,,,
CV10220,Not Started,LINXS-191113-2-Des.C.1.4.01,Complete VC Finishes - VC-P4 - West CTA Station,8/16/2021 08:00,8/31/2021 17:00,,,,
CSE11910,Not Started,LINXS-191113-2-Des.C.1.4.01.1,In-slab Conduit Rough-In - WCTA VC-P4 - REI-334,4/22/2021 08:00,4/28/2021 17:00,,,,
CSE11920,Not Started,LINXS-191113-2-Des.C.1.4.01.1,Install Conduit Sleeves - WCTA VC-P4 - REI-335,4/22/2021 08:00,4/28/2021 17:00,,,,
CSE11930,Not Started,LINXS-191113-2-Des.C.1.4.01.1,In Wall Rough-In Electrical - WCTA VC-P4 - REI-336,5/17/2021 08:00,5/21/2021 17:00,,,,
CSE11940,Not Started,LINXS-191113-2-Des.C.1.4.01.1,In Wall Rough-In Low Voltage Systems - WCTA VC-P4 - REI-337,5/17/2021 08:00,5/21/2021 17:00,,,,
CSE11950,Not Started,LINXS-191113-2-Des.C.1.4.01.1,Overhead Rough-In Electrical - WCTA VC-P4 - REI-338,5/24/2021 08:00,6/3/2021 17:00,,,,
CSE11960,Not Started,LINXS-191113-2-Des.C.1.4.01.1,Overhead Rough-In Low Voltage Systems - WCTA VC-P4 - REI-339,5/24/2021 08:00,6/3/2021 17:00,,,,
CSE11970,Not Started,LINXS-191113-2-Des.C.1.4.01.1,Pull Wire Electrical - WCTA VC-P4 - REI-340,6/4/2021 08:00,6/10/2021 17:00,,,,
CSE11980,Not Started,LINXS-191113-2-Des.C.1.4.01.1,Pull Wire Low Voltage Systems - WCTA VC-P4 - REI-341,6/4/2021 08:00,6/10/2021 17:00,,,,
CSE11990,Not Started,LINXS-191113-2-Des.C.1.4.01.1,Trim Finishes Electrical - WCTA VC-P4 - REI-342,6/18/2021 08:00,6/28/2021 17:00,,,,
CSE12000,Not Started,LINXS-191113-2-Des.C.1.4.01.1,Trim Finishes Low Voltage Systems - WCTA VC-P4 - REI-343,6/18/2021 08:00,6/28/2021 17:00,,,,
CSE12010,Not Started,LINXS-191113-2-Des.C.1.4.01.1,Trim Lighting - WCTA VC-P4 - REI-344,6/18/2021 08:00,6/29/2021 17:00,,,,
CSE12020,Not Started,LINXS-191113-2-Des.C.1.4.01.1,Fire Seal - WCTA VC-P4 - REI-345,6/30/2021 08:00,7/7/2021 17:00,,,,
CSE12030,Not Started,LINXS-191113-2-Des.C.1.4.01.1,Electrical Test/Checkout - WCTA VC-P4 - REI-346,7/8/2021 08:00,7/14/2021 17:00,,,,
CSE12040,Not Started,LINXS-191113-2-Des.C.1.4.01.1,Low Voltage Test/Checkout - WCTA VC-P4 - REI-347,7/15/2021 08:00,7/21/2021 17:00,,,,
CSE11740,Not Started,LINXS-191113-2-Des.C.1.4.1,In-slab Conduit Rough-In - WCTA T4.5 PW - REI-320,5/3/2021 08:00,5/21/2021 17:00,,,,
CSE11750,Not Started,LINXS-191113-2-Des.C.1.4.1,Install Conduit Sleeves - WCTA T4.5 PW - REI-321,5/3/2021 08:00,5/14/2021 17:00,,,,
CSE11760,Not Started,LINXS-191113-2-Des.C.1.4.1,In Wall Rough-In Electrical - WCTA T4.5 PW - REI-322,7/12/2021 08:00,7/23/2021 17:00,,,,
CSE11770,Not Started,LINXS-191113-2-Des.C.1.4.1,In Wall Rough-In Low Voltage Systems - WCTA T4.5 PW - REI-323,5/17/2021 08:00,5/28/2021 17:00,,,,
CSE11780,Not Started,LINXS-191113-2-Des.C.1.4.1,Overhead Rough-In Electrical - WCTA T4.5 PW - REI-324,7/26/2021 08:00,8/27/2021 17:00,,,,
CSE11790,Not Started,LINXS-191113-2-Des.C.1.4.1,Overhead Rough-In Low Voltage Systems - WCTA T4.5 PW - REI-325,7/26/2021 08:00,8/27/2021 17:00,,,,
CSE11800,Not Started,LINXS-191113-2-Des.C.1.4.1,Pull Wire Electrical - WCTA T4.5 PW - REI-326,8/30/2021 08:00,9/13/2021 17:00,,,,
CSE11810,Not Started,LINXS-191113-2-Des.C.1.4.1,Pull Wire Low Voltage Systems - WCTA T4.5 PW - REI-327,8/30/2021 08:00,9/13/2021 17:00,,,,
CSE11820,Not Started,LINXS-191113-2-Des.C.1.4.1,Trim Finishes Electrical - WCTA T4.5 PW - REI-328,11/8/2021 08:00,12/14/2021 17:00,,,,
CSE11830,Not Started,LINXS-191113-2-Des.C.1.4.1,Trim Finishes Low Voltage Systems - WCTA T4.5 PW - REI-329,11/8/2021 08:00,12/7/2021 17:00,,,,
CSE11840,Not Started,LINXS-191113-2-Des.C.1.4.1,Trim Lighting - WCTA T4.5 PW - REI-330,12/15/2021 08:00,12/29/2021 17:00,,,,
CSE11850,Not Started,LINXS-191113-2-Des.C.1.4.1,Fire Seal - WCTA T4.5 PW - REI-331,12/15/2021 08:00,12/21/2021 17:00,,,,
CSE11860,Not Started,LINXS-191113-2-Des.C.1.4.1,Electrical Test/Checkout - WCTA T4.5 PW - REI-332,12/30/2021 08:00,1/7/2022 17:00,,,,
CSE11870,Not Started,LINXS-191113-2-Des.C.1.4.1,Low Voltage Test/Checkout - WCTA T4.5 PW - REI-333,1/10/2022 08:00,1/14/2022 17:00,,,,
LAXCZ1ES10,Not Started,LINXS-191113-2-Des.C.1.ES,Station Complete - East CTA,10/21/2021 08:00,10/27/2021 17:00,,,,
CP12400,Not Started,LINXS-191113-2-Des.C.1.ES.1,Erect PW Signage / Wayfinding - T0.5 - East CTA Station,2/7/2022 08:00,2/18/2022 17:00,,,,
CP12390,Not Started,LINXS-191113-2-Des.C.1.ES.1,Erect PW Polish Concrete - T0.5 - East CTA Station,4/1/2021 08:00,5/13/2021 17:00,,,,
CP12380,Not Started,LINXS-191113-2-Des.C.1.ES.1,Erect PW Interior Guardrails - T0.5 - East CTA Station,8/25/2021 08:00,9/15/2021 17:00,,,,
CP12360,Not Started,LINXS-191113-2-Des.C.1.ES.1,Erect PW Columns and Main Roof Girders - T0.5 - East CTA,1/14/2021 08:00,2/10/2021 17:00,EP120,,,
CP12350,Not Started,LINXS-191113-2-Des.C.1.ES.1,Install PW Glazing - T0.5 - East CTA Station,7/7/2021 08:00,8/17/2021 17:00,EP133,,,
CP12340,Not Started,LINXS-191113-2-Des.C.1.ES.1,Install PW Metal Ceiling Panels / Belly Wrap - T0.5 - East CTA Station,6/22/2021 08:00,7/20/2021 17:00,,,,
CP12330.10,Not Started,LINXS-191113-2-Des.C.1.ES.1,Install Framework - PW Moving Walkway - T0.5  -  East CTA Station,6/22/2021 08:00,7/6/2021 17:00,,,,
CP12320,Not Started,LINXS-191113-2-Des.C.1.ES.1,Load PW Moving Walkways - T0.5 - East CTA Station,6/9/2021 08:00,6/11/2021 17:00,,,,
CP12300,Not Started,LINXS-191113-2-Des.C.1.ES.1,Install PW Tapered Insulation / Roofing - T0.5 - East CTA Station,5/20/2021 08:00,6/8/2021 17:00,EP131,,,
CP12290,Not Started,LINXS-191113-2-Des.C.1.ES.1,Install PW Metal Facia / Gutter - T0.5 - East CTA Station,6/22/2021 08:00,6/29/2021 17:00,,,,
CP12280,Not Started,LINXS-191113-2-Des.C.1.ES.1,Construct PW Glazing System Framing - T0.5 - East CTA Station,6/4/2021 08:00,6/21/2021 17:00,EP133,,,
CP12270,Not Started,LINXS-191113-2-Des.C.1.ES.1,Install PW Column Wraps - T0.5 - East CTA Station,5/25/2021 08:00,6/3/2021 17:00,,,,
CP12260,Not Started,LINXS-191113-2-Des.C.1.ES.1,Erect PW Frame Ceiling / Belly - T0.5 - East CTA Station,5/25/2021 08:00,6/21/2021 17:00,,,,
CP12250,Not Started,LINXS-191113-2-Des.C.1.ES.1,Install PW Frame Columns - T0.5 - East CTA Station,5/14/2021 08:00,5/24/2021 17:00,,,,
CP12240,Not Started,LINXS-191113-2-Des.C.1.ES.1,Place / Weld Off PW Floor Decking - T0.5 - East CTA,5/14/2021 08:00,5/19/2021 17:00,,,,
CP12230,Not Started,LINXS-191113-2-Des.C.1.ES.1,Prep / Pour PW Concrete - T0.5 - East CTA,3/24/2021 08:00,3/31/2021 17:00,,,,
CP12220,Not Started,LINXS-191113-2-Des.C.1.ES.1,Place PW Concrete Reinforcing - T0.5 - East CTA Station,3/18/2021 08:00,3/23/2021 17:00,,,,
CP12210,Not Started,LINXS-191113-2-Des.C.1.ES.1,Rough-in PW Plumbing - T0.5 - East CTA Station,3/18/2021 08:00,3/31/2021 17:00,,,,
CP12190,Not Started,LINXS-191113-2-Des.C.1.ES.1,Place / Weld Off PW Floor Decking - T0.5 - East CTA Station,3/10/2021 08:00,3/17/2021 17:00,,,,
CP12180,Not Started,LINXS-191113-2-Des.C.1.ES.1,Weld Off PW Structure - T0.5 - East CTA Station,2/17/2021 08:00,3/9/2021 17:00,,,,
CP12170,Not Started,LINXS-191113-2-Des.C.1.ES.1,Erect PW Intermediate Roof Beams / Load Decking - T0.5 - East CTA Station,2/11/2021 08:00,2/16/2021 17:00,EP124,,,
CP12160,Not Started,LINXS-191113-2-Des.C.1.ES.1,Erect PW Columns and Main Roof Girders - T0.5 - East CTA Station,1/14/2021 08:00,1/25/2021 17:00,EP120,,,
CP12150,Not Started,LINXS-191113-2-Des.C.1.ES.1,Erect PW Steel Girder Beams / Misc. Floor Steel - T0.5 - East CTA Station,1/6/2021 08:00,1/13/2021 17:00,EP122,,,
CP12140,Not Started,LINXS-191113-2-Des.C.1.ES.1,Prep / Pour PW Concrete - T0.5 - East CTA Station,9/1/2020 08:00,9/1/2020 17:00,EP13,,,
LOECP01130,Not Started,LINXS-191113-2-Des.C.1.ES.1,CTA T0.5 Ped Walkway & Vertical Core - LOE,9/1/2020 08:00,2/18/2022 17:00,,,,
CP10250,Not Started,LINXS-191113-2-Des.C.1.ES.1,Erect PW Bent 05 Structural Columns - T0.5 - East CTA Station,8/21/2020 08:00,8/31/2020 17:00,EP12,,,
CP10160,Not Started,LINXS-191113-2-Des.C.1.ES.1,Install PW Bridge Bent 05 CIDH - T0.5 - East CTA Station,8/12/2020 08:00,8/14/2020 17:00,EP11,,,
CP12330.12,Not Started,LINXS-191113-2-Des.C.1.ES.1,Install Drive Train - PW Moving Walkway - T0.5  -  East CTA Station,7/7/2021 08:00,7/20/2021 17:00,,,,
CP12330.14,Not Started,LINXS-191113-2-Des.C.1.ES.1,Install Treadway Support & Surface  - PW Moving Walkway - T0.5  -  East CTA Station,7/21/2021 08:00,8/4/2021 17:00,,,,
CP12330.16,Not Started,LINXS-191113-2-Des.C.1.ES.1,Install Handrail Drive & Handrail - PW Moving Walkway - T0.5  -  East CTA Station,8/5/2021 08:00,8/24/2021 17:00,,,,
CP31320,Not Started,LINXS-191113-2-Des.C.1.ES.1,Install PW Bent 05 Bent Cap - T0.5 - East CTA Station,9/1/2020 08:00,9/10/2020 17:00,EP1,,,
CP31380,Not Started,LINXS-191113-2-Des.C.1.ES.1,Install PW Bridge Bent 07 CIDH - T0.5 - East CTA Station,8/20/2020 08:00,8/24/2020 17:00,EP11,,,
CP31620,Not Started,LINXS-191113-2-Des.C.1.ES.1,Install PW Bridge Bent 06 CIDH - T0.5 - East CTA Station,8/17/2020 08:00,8/19/2020 17:00,EP11,,,
CP31630,Not Started,LINXS-191113-2-Des.C.1.ES.1,Install PW Bridge Bent 08 CIDH - T0.5 - East CTA Station,8/25/2020 08:00,8/27/2020 17:00,EP11,,,
CP31740,Not Started,LINXS-191113-2-Des.C.1.ES.1,Erect PW Bent 06 Structural Columns - T0.5 - East CTA Station,9/2/2020 08:00,9/11/2020 17:00,EP12,,,
CP31750,Not Started,LINXS-191113-2-Des.C.1.ES.1,Erect PW Bent 07 Structural Columns - T0.5 - East CTA Station,8/27/2020 08:00,9/4/2020 17:00,EP12,,,
CP31760,Not Started,LINXS-191113-2-Des.C.1.ES.1,Erect PW Bent 08 Structural Columns - T0.5 - East CTA Station,9/9/2020 08:00,9/17/2020 17:00,EP12,,,
CP31770,Not Started,LINXS-191113-2-Des.C.1.ES.1,Install PW Bent 06 Bent Cap - T0.5 - East CTA Station,9/14/2020 08:00,9/22/2020 17:00,EP1,,,
