task_code,status_code,wbs_id,task_name,start_date,end_date,user_field_833,delete_record_flag,,
URP4570,Completed,LINXS-1908.C.1.UT.6.4,Utility: DWPP - Power - CCTA DWPP-CTA-UXX Install Vault 311,4/29/2019 08:00,5/10/2019 17:00,,,,
URG1020,Not Started,LINXS-1908.C.1.UT.1.1,"Utility: SCG - Gas - Util Co Inspect/Connect 4"" SCG Gas Line CTA SCG-CTA-01 513+00 to 513+80",9/3/2019 08:00,10/1/2019 17:00,,,,
URG1010,Completed,LINXS-1908.C.1.UT.1.1,Utility: SCG - Gas - Util Co Relo Plans/Route Design - RFC - CTA SCG-CTA-01 513+00 to 513+80,2/4/2019 08:00,4/22/2019 00:00,,,,
URG1000,Completed,LINXS-1908.C.1.UT.1.1,Utility: SCG - Gas - LINXS Potholing - Identify Conflict - CTA SCG-CTA-01 513+00 to 513+80,6/27/2018 08:00,1/2/2019 00:00,,,,
URG4050,Not Started,LINXS-1908.C.1.UT.1.2,"Utility: SCG - Gas - Util Co Inspect/Connect 2"" SCG Gas Line CTA SCG-CTA PW5.5-123 514+25",1/3/2020 08:00,4/23/2020 17:00,,,,
URG4040,In Progress,LINXS-1908.C.1.UT.1.2,Utility: SCG - Gas - Util Co Relo Plans/Route Design - RFC - SCG-CTA PW5.5-123 514+25,2/4/2019 08:00,1/2/2020 17:00,,,,
URG4030,Completed,LINXS-1908.C.1.UT.1.2,Utility: SCG - Gas - LINXS Potholing - Identify Conflict - SCG-CTA PW5.5-123 514+25,6/27/2018 08:00,1/2/2019 00:00,,,,
LAXCZ15,In Progress,LINXS-1908.C.1.PG,Parking Garage - P3.5 - CTA - WBS Summary,1/22/2019 08:00,9/26/2022 17:00,,,,
CPG10230.10,Not Started,LINXS-1908.C.1.PG.2,Excavate Ground Level  Structural Columns -Parking Garage - P3.5 - CTA,6/22/2020 08:00,7/8/2020 17:00,WR110B,,,
CPG10220,Not Started,LINXS-1908.C.1.PG.2,"Install Parking Garage Striping, Misc. Finishes - P3.5 - CTA",6/16/2021 08:00,7/14/2021 17:00,,,,
CPG10210.10,Not Started,LINXS-1908.C.1.PG.2,Grade SOG - Parking Garage - P3.5 - CTA,7/23/2020 08:00,7/29/2020 17:00,WR116,,,
CPG10200.10,Not Started,LINXS-1908.C.1.PG.2,Build Falsework & Forms Level 3 Deck - Parking Garage - P3.5 - CTA,12/10/2020 08:00,1/5/2021 17:00,WR294,,,
CPG10190.10,Not Started,LINXS-1908.C.1.PG.2,Build Falsework & Forms Level 2 Deck - Parking Garage - P3.5 - CTA,9/15/2020 08:00,9/30/2020 17:00,WR094,,,
CPG10180,Not Started,LINXS-1908.C.1.PG.2,Complete Parking Garage - P3.5 - CTA,,11/12/2021 17:00,,,,
CPG10170,Not Started,LINXS-1908.C.1.PG.2,Complete Parking Garage MPF Finishes & Crack Repair - P3.5 - CTA,9/16/2021 08:00,10/12/2021 17:00,,,,
CPG10160.10,Not Started,LINXS-1908.C.1.PG.2,Install Forms / Rebar Level 2 Columns - Parking Garage - P3.5 - CTA,10/30/2020 08:00,11/30/2020 17:00,WR214,,,
CPG10150.10,Not Started,LINXS-1908.C.1.PG.2,Install Forms / Rebar Level 3 Columns - Parking Garage - P3.5 - CTA,2/11/2021 08:00,3/10/2021 17:00,WR314,,,
CPG10140,Not Started,LINXS-1908.C.1.PG.2,Install Elevators -  Parking Garage - 2 ea -  P3.5 - CTA,5/25/2021 08:00,9/15/2021 17:00,,,,
CPG10130.10,Not Started,LINXS-1908.C.1.PG.2,Build Falsework & Forms Un-Programmed Level Deck - Parking Garage - P3.5 - CTA,3/22/2021 08:00,4/5/2021 17:00,WRM94,,,
CPG10120.10,Not Started,LINXS-1908.C.1.PG.2,Install Un-Programmed Level Parking Garage Columns - P3.5 - CTA,1/6/2021 08:00,2/1/2021 17:00,WR314,,,
CPG10110.10,Not Started,LINXS-1908.C.1.PG.2,Excavate Footings / Foundation / Elevator Pits - Parking Garage - P3.5 - CTA,6/3/2020 08:00,6/9/2020 17:00,WR110A,,,
CPG10100.10,Not Started,LINXS-1908.C.1.PG.2,Install Elevator / Stair Cores - Ground Level - P3.5 - CTA,6/10/2020 08:00,7/6/2020 17:00,WR013,,,
CPG10110.12,Not Started,LINXS-1908.C.1.PG.2,Install Forms &  Rebar Footings / Foundation / Elevator Pits - Parking Garage - P3.5 - CTA,6/10/2020 08:00,7/8/2020 17:00,WR110A,,,
CPG10110.14,Not Started,LINXS-1908.C.1.PG.2,Pour & Strip Footings / Foundation / Elevator Pits - Parking Garage - P3.5 - CTA,7/9/2020 08:00,7/17/2020 17:00,WR110A,,,
CPG10210.12,Not Started,LINXS-1908.C.1.PG.2,Install Forms &  Rebar SOG - Parking Garage - P3.5 - CTA,7/30/2020 08:00,8/24/2020 17:00,WR116,,,
CPG10210.14,Not Started,LINXS-1908.C.1.PG.2,Pour  & Strip SOG - Parking Garage - P3.5 - CTA,8/25/2020 08:00,9/14/2020 17:00,WR116,,,
CPG10230.12,Not Started,LINXS-1908.C.1.PG.2,Install Forms &  Rebar Ground Level  Structural Columns -Parking Garage - P3.5 - CTA,7/9/2020 08:00,8/3/2020 17:00,WR114,,,
CPG10230.14,Not Started,LINXS-1908.C.1.PG.2,Pour  & Strip Ground Level  Structural Columns -Parking Garage - P3.5 - CTA,8/4/2020 08:00,8/14/2020 17:00,WR114,,,
CPG10190.12,Not Started,LINXS-1908.C.1.PG.2,Install Rebar Level 2 Deck - Parking Garage - P3.5 - CTA,10/1/2020 08:00,10/16/2020 17:00,WR218,,,
CPG10190.14,Not Started,LINXS-1908.C.1.PG.2,Pour  & Strip Level 2 Deck - Parking Garage - P3.5 - CTA,10/19/2020 08:00,10/29/2020 17:00,WR218,,,
CPG10160.12,Not Started,LINXS-1908.C.1.PG.2,Pour  & Strip Level 2 Columns - Parking Garage - P3.5 - CTA,12/1/2020 08:00,12/9/2020 17:00,WR214,,,
CPG10200.12,Not Started,LINXS-1908.C.1.PG.2,Install Rebar Level 3 Deck - Parking Garage - P3.5 - CTA,1/6/2021 08:00,1/18/2021 17:00,WR316,,,
CPG10200.14,Not Started,LINXS-1908.C.1.PG.2,Pour  & Strip Level 3 Deck - Parking Garage - P3.5 - CTA,2/2/2021 08:00,2/10/2021 17:00,WR316,,,
CPG10150.12,Not Started,LINXS-1908.C.1.PG.2,Pour / Strip Level 3 Columns - Parking Garage - P3.5 - CTA,3/11/2021 08:00,3/19/2021 17:00,WR314,,,
CPG10130.12,Not Started,LINXS-1908.C.1.PG.2,Install Rebar Un-Programmed Level Deck - Parking Garage - P3.5 - CTA,4/6/2021 08:00,4/16/2021 17:00,WRM16,,,
CPG10130.14,Not Started,LINXS-1908.C.1.PG.2,Pour / Strip Un-Programmed Level Deck - Parking Garage - P3.5 - CTA,4/19/2021 08:00,4/27/2021 17:00,WRM16,,,
CPG10100.12,Not Started,LINXS-1908.C.1.PG.2,Install Elevator / Stair Cores - Level 2 - P3.5 - CTA,10/30/2020 08:00,11/24/2020 17:00,WR213,,,
CPG10100.14,Not Started,LINXS-1908.C.1.PG.2,Install Elevator / Stair Cores - Level 3 - P3.5 - CTA,2/11/2021 08:00,3/8/2021 17:00,WR313,,,
CPG10100.16,Not Started,LINXS-1908.C.1.PG.2,Install Elevator / Stair Cores - Level Program Level  - P3.5 - CTA,4/28/2021 08:00,5/24/2021 17:00,WRM13,,,
CPG10110.02,Not Started,LINXS-1908.C.1.PG.2,Footings / Foundation / Elevator Pits - Parking Garage - P3.5 - CTA,3/20/2020 08:00,4/10/2020 17:00,WR110A,,,
CPG10110.04,Not Started,LINXS-1908.C.1.PG.2,Pile Structural Columns - Parking Garage - P3.5 - CTA,4/13/2020 08:00,5/4/2020 17:00,WR001,,,
CPG10110.06,Not Started,LINXS-1908.C.1.PG.2,Install Pile Caps - Footings / Foundation / Elevator Pits - Parking Garage - P3.5 - CTA,5/5/2020 08:00,6/2/2020 17:00,WR110A,,,
CPG10110.08,Not Started,LINXS-1908.C.1.PG.2,Install Pile Caps - Structural Columns  - Parking Garage - P3.5 - CTA,6/3/2020 08:00,6/19/2020 17:00,WR110A,,,
CPG10230.20,Not Started,LINXS-1908.C.1.PG.2,Build Room Walls Ground Floor - Parking Garage - P3.5 - CTA,4/28/2021 08:00,5/26/2021 17:00,,,,
CPG10231.10,Not Started,LINXS-1908.C.1.PG.2,Set Equipment - Fire Pump Room - Ground Floor - Parking Garage - P3.5 - CTA,5/27/2021 08:00,6/9/2021 17:00,,,,
CPG10231.12,Not Started,LINXS-1908.C.1.PG.2,Install Pipe Risers Fire Pump Room - Grnd--3rd Floor - Parking Garage - P3.5 - CTA,6/10/2021 08:00,6/16/2021 17:00,,,,
CPG10231.14,Not Started,LINXS-1908.C.1.PG.2,Install Fire Protection - Ground Floor - Parking Garage - P3.5 - CTA,6/17/2021 08:00,7/8/2021 17:00,,,,
CPG10231.16,Not Started,LINXS-1908.C.1.PG.2,Install Fire Protection - 2nd Floor - Parking Garage - P3.5 - CTA,7/9/2021 08:00,7/29/2021 17:00,,,,
CPG10231.18,Not Started,LINXS-1908.C.1.PG.2,Install Fire Protection - 3rd Floor - Parking Garage - P3.5 - CTA,7/30/2021 08:00,8/19/2021 17:00,,,,
CPG10231.20,Not Started,LINXS-1908.C.1.PG.2,Clean / Test Fire protection - Parking Garage - P3.5 - CTA,8/20/2021 08:00,8/26/2021 17:00,,,,
CPG10231.22,Not Started,LINXS-1908.C.1.PG.2,Sign Off Fire Protetion - Parking Garage - P3.5 - CTA,8/27/2021 08:00,9/2/2021 17:00,,,,
CPG10100.18,Not Started,LINXS-1908.C.1.PG.2,Install Tower Crane West - Level Program Level  - P3.5 - CTA,7/20/2020 08:00,7/29/2020 17:00,WRZW,,,
CPG10100.20,Not Started,LINXS-1908.C.1.PG.2,Install Tower Crane East- Level Program Level  - P3.5 - CTA,7/20/2020 08:00,7/29/2020 17:00,WRZE,,,
CPG10100.22,Not Started,LINXS-1908.C.1.PG.2,Apply FAA7460 for  Tower Crane West - Level Un-Programmed Level  - P3.5 - CTA,4/13/2020 08:00,4/14/2020 17:00,,,,
CPG10110.22,Not Started,LINXS-1908.C.1.PG.2,Start PARCS Design Coordination - Parking Garage - P3.5 - CTA,12/20/2019 08:00,2/11/2020 17:00,,,,
CPG10110.32,Not Started,LINXS-1908.C.1.PG.2,Commission P3.5 Ticket Kiosk - Parking Garage - P3.5 - CTA By others,8/18/2021 08:00,8/24/2021 17:00,,,,
CX30160.94,Not Started,LINXS-1908.C.1.PG.2,Install Foundations For P3.5 Tolling Exit Station -P3.5 - CTA,4/6/2021 08:00,4/26/2021 17:00,WR111,,,
CX30160.124,Not Started,LINXS-1908.C.1.PG.2,Commission P3.5 Toll Exit Station - P3.5 - CTA By others,6/2/2021 08:00,6/15/2021 17:00,,,,
CX30160.104,Not Started,LINXS-1908.C.1.PG.2,Install Conduit For P3.5 Toll Exit Station - P3.5 - CTA,4/27/2021 08:00,5/18/2021 17:00,,,,
CX30160.114,Not Started,LINXS-1908.C.1.PG.2,Pull Wires For P3 Toll Exit Station - P3.5 - CTA By others,5/19/2021 08:00,6/1/2021 17:00,,,,
CPG10110.37,Not Started,LINXS-1908.C.1.PG.2,Install UG Drains - Parking Garage - P3.5 - CTA,6/3/2020 08:00,6/30/2020 17:00,WRU52,,,
CSE12100,Not Started,LINXS-1908.C.1.PG.2.1,In-slab Conduit Rough-In - CTA Parking Garage P3.5 - REI-540,7/30/2020 08:00,8/5/2020 17:00,,,,
CSE12110,Not Started,LINXS-1908.C.1.PG.2.1,Install Conduit Sleeves - CTA Parking Garage P3.5 - REI-541,7/30/2020 08:00,8/5/2020 17:00,,,,
CSE12120,Not Started,LINXS-1908.C.1.PG.2.1,In Wall Rough-In Electrical - CTA Parking Garage P3.5 - REI-542,4/28/2021 08:00,5/4/2021 17:00,,,,
CSE12130,Not Started,LINXS-1908.C.1.PG.2.1,In Wall Rough-In Low Voltage Systems - CTA Parking Garage P3.5 - REI-543,4/28/2021 08:00,5/4/2021 17:00,,,,
CSE12140,Not Started,LINXS-1908.C.1.PG.2.1,Overhead Rough-In Electrical - CTA Parking Garage P3.5 - REI-544,5/5/2021 08:00,5/14/2021 17:00,,,,
CSE12150,Not Started,LINXS-1908.C.1.PG.2.1,Overhead Rough-In Low Voltage Systems - CTA Parking Garage P3.5 - REI-545,5/5/2021 08:00,5/14/2021 17:00,,,,
CSE12190,Not Started,LINXS-1908.C.1.PG.2.1,Install Low Voltage Equipment - CTA Parking Garage P3.5 - REI-549,6/14/2021 08:00,7/19/2021 17:00,,,,
CSE12200,Not Started,LINXS-1908.C.1.PG.2.1,Terminate Horizontal Cable - CTA Parking Garage P3.5 - REI-550,6/10/2021 08:00,6/23/2021 17:00,,,,
CSE12210,Not Started,LINXS-1908.C.1.PG.2.1,Pull Wire Electrical - CTA Parking Garage P3.5 - REI-551,6/24/2021 08:00,6/30/2021 17:00,,,,
CSE12220,Not Started,LINXS-1908.C.1.PG.2.1,Pull Wire Low Voltage Systems - CTA Parking Garage P3.5 - REI-552,6/24/2021 08:00,6/30/2021 17:00,,,,
CSE12280,Not Started,LINXS-1908.C.1.PG.2.1,Trim Finishes Electrical - CTA Parking Garage P3.5 - REI-558,7/1/2021 08:00,7/12/2021 17:00,,,,
CSE12290,Not Started,LINXS-1908.C.1.PG.2.1,Trim Finishes Low Voltage Systems - CTA Parking Garage P3.5 - REI-559,7/13/2021 08:00,7/21/2021 17:00,,,,
CSE12300,Not Started,LINXS-1908.C.1.PG.2.1,Power On - CTA Parking Garage P3.5 - REI-560,7/13/2021 08:00,7/26/2021 17:00,,,,
CSE12310,Not Started,LINXS-1908.C.1.PG.2.1,Trim Lighting - CTA Parking Garage P3.5 - REI-561,7/13/2021 08:00,7/22/2021 17:00,,,,
CSE12320,Not Started,LINXS-1908.C.1.PG.2.1,Fire Seal - CTA Parking Garage P3.5 - REI-562,7/27/2021 08:00,8/2/2021 17:00,,,,
CSE12340,Not Started,LINXS-1908.C.1.PG.2.1,Electrical Test/Checkout - CTA Parking Garage P3.5 - REI-564,11/8/2021 08:00,11/12/2021 17:00,,,,
CSE12350,Not Started,LINXS-1908.C.1.PG.2.1,Low Voltage Test/Checkout - CTA Parking Garage P3.5 - REI-565,11/8/2021 08:00,11/12/2021 17:00,,,,
CSE12360,Not Started,LINXS-1908.C.1.PG.2.1,Install Parking EV Charging Units - CTA Parking Garage P3.5,5/17/2021 08:00,6/11/2021 17:00,,,,
CSE12105,Not Started,LINXS-1908.C.1.PG.2.1,Install UG Ductbank / Conduit  - CTA Parking Garage P3.5 - REI-540,6/3/2020 08:00,7/15/2020 17:00,,,,
CPG10234.10,Not Started,LINXS-1908.C.1.PG.2.1.1,Set Electrical Equipment - Main Electric Room - Ground Floor - Parking Garage - P3.5 - CTA,5/27/2021 08:00,6/23/2021 17:00,,,,
CPG10234.12,Not Started,LINXS-1908.C.1.PG.2.1.1,Overhead Rough-In - Main Electric Room - Ground Floor - Parking Garage - P3.5 - CTA,6/24/2021 08:00,7/15/2021 17:00,,,,
CPG10234.14,Not Started,LINXS-1908.C.1.PG.2.1.1,Trim Fire Alarm / Lighting - Main Electric Room - Ground Floor - Parking Garage - P3.5 - CTA,7/16/2021 08:00,7/29/2021 17:00,,,,
CPG10234.16,Not Started,LINXS-1908.C.1.PG.2.1.1,Terminate Panels - Main Electric Room - Ground Floor - Parking Garage - P3.5 - CTA,7/30/2021 08:00,8/12/2021 17:00,,,,
CPG10234.18,Not Started,LINXS-1908.C.1.PG.2.1.1,Power On - Main Electric Room - Ground Floor - Parking Garage - P3.5 - CTA,8/13/2021 08:00,8/19/2021 17:00,,,,
CPG10234.20,Not Started,LINXS-1908.C.1.PG.2.1.1,Local Check Out & Testing - Main Electric Room - Ground Floor - Parking Garage - P3.5 - CTA,8/20/2021 08:00,8/26/2021 17:00,,,,
CSE12240,Not Started,LINXS-1908.C.1.PG.2.1.1,Electrical Room Set Electrical Equipment - CTA Parking Garage P3.5 - REI-554,7/1/2021 08:00,8/12/2021 17:00,,,,
CSE12250,Not Started,LINXS-1908.C.1.PG.2.1.1,Electrical Room Overhead Rough-In - CTA Parking Garage P3.5 - REI-555,8/13/2021 08:00,9/17/2021 17:00,,,,
CSE12260,Not Started,LINXS-1908.C.1.PG.2.1.1,Terminate Panels - CTA Parking Garage P3.5 - REI-556,9/20/2021 08:00,10/8/2021 17:00,,,,
CSE12270,Not Started,LINXS-1908.C.1.PG.2.1.1,Electrical Room Trim Lighting - CTA Parking Garage P3.5 - REI-557,10/11/2021 08:00,10/29/2021 17:00,,,,
CSE12330,Not Started,LINXS-1908.C.1.PG.2.1.1,Electrical Room Test/Checkout - CTA Parking Garage P3.5 - REI-563,11/1/2021 08:00,11/5/2021 17:00,,,,
CPG10235.10,Not Started,LINXS-1908.C.1.PG.2.1.2,Set Electrical Equipment - UPS Emerg Equip Room - Ground Floor - Parking Garage - P3.5 - CTA,7/16/2021 08:00,7/29/2021 17:00,,,,
CPG10235.12,Not Started,LINXS-1908.C.1.PG.2.1.2,Overhead Rough-In - UPS Emerg Equip Room - Ground Floor - Parking Garage - P3.5 - CTA,7/30/2021 08:00,8/12/2021 17:00,,,,
CPG10235.14,Not Started,LINXS-1908.C.1.PG.2.1.2,Trim Fire Alarm / Lighting - UPS Emerg Equip Room - Ground Floor - Parking Garage - P3.5 - CTA,8/13/2021 08:00,8/26/2021 17:00,,,,
CPG10235.16,Not Started,LINXS-1908.C.1.PG.2.1.2,Terminate Panels - UPS Emerg Equip Room - Ground Floor - Parking Garage - P3.5 - CTA,8/27/2021 08:00,9/2/2021 17:00,,,,
CPG10235.18,Not Started,LINXS-1908.C.1.PG.2.1.2,Power On - UPS Emerg Equip Room - Ground Floor - Parking Garage - P3.5 - CTA,9/3/2021 08:00,9/10/2021 17:00,,,,
CPG10235.20,Not Started,LINXS-1908.C.1.PG.2.1.2,Local Check Out & Testing - UPS Emerg Equip Room - Ground Floor - Parking Garage - P3.5 - CTA,9/13/2021 08:00,9/17/2021 17:00,,,,
CPG10232.12,Not Started,LINXS-1908.C.1.PG.2.1.4,Set Electrical Equipment -  PDS Room - Ground Floor - Parking Garage - P3.5 - CTA,5/27/2021 08:00,6/23/2021 17:00,,,,
CPG10232.14,Not Started,LINXS-1908.C.1.PG.2.1.4,Overhead Rough-In - PDS Room - Ground Floor - Parking Garage - P3.5 - CTA,6/24/2021 08:00,7/15/2021 17:00,,,,
CPG10232.16,Not Started,LINXS-1908.C.1.PG.2.1.4,Trim Fire Alarm / Lighting - PDS Room - Ground Floor - Parking Garage - P3.5 - CTA,7/16/2021 08:00,7/29/2021 17:00,,,,
CPG10232.18,Not Started,LINXS-1908.C.1.PG.2.1.4,Terminate Panels - PDS Room - Ground Floor - Parking Garage - P3.5 - CTA,7/30/2021 08:00,8/12/2021 17:00,,,,
CPG10232.20,Not Started,LINXS-1908.C.1.PG.2.1.4,Power On - PDS Room - Ground Floor - Parking Garage - P3.5 - CTA,8/13/2021 08:00,8/19/2021 17:00,,,,
CPG10232.22,Not Started,LINXS-1908.C.1.PG.2.1.4,Local Check Out & Testing - PDS Room - Ground Floor - Parking Garage - P3.5 - CTA,8/20/2021 08:00,8/26/2021 17:00,,,,
CPG10236.10,Not Started,LINXS-1908.C.1.PG.2.1.3,Install Cabinets / Racks - PARCS IT Room - Ground Floor - Parking Garage - P3.5 - CTA,5/27/2021 08:00,6/11/2021 17:00,,,,
CPG10236.12,Not Started,LINXS-1908.C.1.PG.2.1.3,Rough-In Electrical  - PARCS IT Room - Ground Floor - Parking Garage - P3.5 - CTA,6/14/2021 08:00,6/23/2021 17:00,,,,
CPG10236.14,Not Started,LINXS-1908.C.1.PG.2.1.3,Trim Fire Alarm / Electrical - PARCS IT Room - Ground Floor - Parking Garage - P3.5 - CTA,6/24/2021 08:00,7/8/2021 17:00,,,,
CPG10236.16,Not Started,LINXS-1908.C.1.PG.2.1.3,Install Low Voltage Equipment - PARCS IT Room - Ground Floor - Parking Garage - P3.5 - CTA,7/9/2021 08:00,7/26/2021 17:00,,,,
CPG10236.18,Not Started,LINXS-1908.C.1.PG.2.1.3,Pull & Terminate Cables - PARCS IT Room - Ground Floor - Parking Garage - P3.5 - CTA,7/27/2021 08:00,8/17/2021 17:00,,,,
CPG10233.10,Not Started,LINXS-1908.C.1.PG.2.1.5,Install Equipment - MPOS Room - Ground Floor - Parking Garage - P3.5 - CTA,6/24/2021 08:00,7/15/2021 17:00,,,,
CPG10233.12,Not Started,LINXS-1908.C.1.PG.2.1.5,Rough-In Electrical - MPOS Room - Ground Floor - Parking Garage - P3.5 - CTA,7/16/2021 08:00,8/5/2021 17:00,,,,
CPG10233.14,Not Started,LINXS-1908.C.1.PG.2.1.5,Trim Electrical - MPOS Room - Ground Floor - Parking Garage - P3.5 - CTA,8/6/2021 08:00,8/19/2021 17:00,,,,
CPG10233.16,Not Started,LINXS-1908.C.1.PG.2.1.5,Check Out & Test - MPOS Room - Ground Floor - Parking Garage - P3.5 - CTA,8/20/2021 08:00,8/26/2021 17:00,,,,
CSE12160,Not Started,LINXS-1908.C.1.PG.2.1.6,IT Room Install Cabinets/Ladder Rack - CTA Parking Garage P3.5 - REI-546,5/5/2021 08:00,5/25/2021 17:00,,,,
CSE12170,Not Started,LINXS-1908.C.1.PG.2.1.6,IT Room Rough-In - CTA Parking Garage P3.5 - REI-547,5/5/2021 08:00,5/18/2021 17:00,,,,
CSE12180,Not Started,LINXS-1908.C.1.PG.2.1.6,IT Room  Electrical Trim - CTA Parking Garage P3.5 - REI-548,5/26/2021 08:00,6/9/2021 17:00,,,,
CSE12230,Not Started,LINXS-1908.C.1.PG.2.1.6,IT Room- Terminate Backbone Cables - CTA Parking Garage P3.5 - REI-553,6/24/2021 08:00,7/8/2021 17:00,,,,
CX30160.10,Completed,LINXS-1908.C.1.PG.1,Demo/Relocation of Parking Garage P3 Exits - West CTA Station,2/21/2019 08:00,2/27/2019 17:00,,,,
CX30160.12,Completed,LINXS-1908.C.1.PG.1,Demo/Relocation of Parking Garage P4 Exits - West CTA Station,2/25/2019 08:00,3/15/2019 17:00,,,,
CX30160.14,Completed,LINXS-1908.C.1.PG.1,Relocation of Parking Garage P3 Exit Stations - West CTA Station By Others,2/28/2019 08:00,3/4/2019 17:00,,,,
CX30160.18,Completed,LINXS-1908.C.1.PG.1,Relocation of Parking Garage P4 Exit Stations - West CTA Station By Others,3/1/2019 00:00,3/4/2019 17:00,,,,
CR40440,Not Started,LINXS-1908.C.1.PG.1,Resurface Parking Lot East of P3 - CTA,7/15/2022 08:00,8/11/2022 17:00,,,,
CR40450,Not Started,LINXS-1908.C.1.PG.1,Resurface Parking Lot East of P4 - CTA,8/12/2022 08:00,9/12/2022 17:00,,,,
CR40460,Not Started,LINXS-1908.C.1.PG.1,Stripe Parking Lot East of P3-4 - CTA,9/13/2022 08:00,9/26/2022 17:00,,,,
CX30160.24,Completed,LINXS-1908.C.1.PG.1,Install Foundations For Relo P3 Exit Stations -West CTA Station,2/4/2019 08:00,2/20/2019 17:00,,,,
CX30160.34,Completed,LINXS-1908.C.1.PG.1,Install Foundations For Relo P4 Exit Stations -West CTA Station,2/13/2019 08:00,2/22/2019 17:00,,,,
CX30160.44,Completed,LINXS-1908.C.1.PG.1,Commission Relocated P3 Exit Stations - West CTA Station By Others,3/12/2019 08:00,4/4/2019 00:00,,,,
CX30160.54,Completed,LINXS-1908.C.1.PG.1,Commission Relocated P4 Exit Stations - West CTA Station By Others,3/12/2019 00:00,3/29/2019 00:00,,,,
CX30160.64,Completed,LINXS-1908.C.1.PG.1,Install Conduit For P3 Exit Stations - West CTA Station By Others,2/28/2019 08:00,3/4/2019 17:00,,,,
CX30160.74,Completed,LINXS-1908.C.1.PG.1,Install Conduit For P4 Exit Stations - West CTA Station By Others,2/28/2019 08:00,3/4/2019 08:00,,,,
CX30160.15,Completed,LINXS-1908.C.1.PG.1,Pull Wires For P3 Exit Stations - West CTA Station By Others,3/5/2019 08:00,3/11/2019 17:00,,,,
CX30160.84,Completed,LINXS-1908.C.1.PG.1,Pull Wires For P4 Exit Stations - West CTA Station By Others,3/5/2019 08:00,3/11/2019 17:00,,,,
CPG10230,In Progress,LINXS-1908.C.1.PG.1,"Install Sprinklers  -  Parking Garage -  P3 - CTA (P1, RE1)",7/29/2019 08:00,9/23/2019 17:00,,,,
CPG10240,Not Started,LINXS-1908.C.1.PG.1,"Install Sprinklers  -  Parking Garage -  P4 - CTA (P1, RE1)",9/24/2019 08:00,11/18/2019 17:00,,,,
CX30160.144,Completed,LINXS-1908.C.1.PG.1,Closure of P3 Surface Lot - West CTA Station,1/22/2019 08:00,1/25/2019 00:00,,,,
CX30160.154,Completed,LINXS-1908.C.1.PG.1,Reconfigure P3 Bus Lot - West CTA Station,2/4/2019 08:00,4/4/2019 08:00,,,,
CPG10250,Completed,LINXS-1908.C.1.PG.1,"Design/Permit Fire Sprinklers  -  Parking Garage -  P3 - CTA (P1, RE1)",6/3/2019 08:00,7/26/2019 08:00,,,,
LAXCZ1WS,In Progress,LINXS-1908.C.1.WS,West CTA Station - West CTA - Zone 1 West CTA - WBS Summary,1/17/2019 00:00,7/26/2022 17:00,,,,
CS12630,Not Started,LINXS-1908.C.1.WS,Station Complete - West CTA Station,,5/25/2022 17:00,,,,
CP14520,Not Started,LINXS-1908.C.1.WS.3,Install Vierendeel Truss PW Underside Metal Panel - TBIT,5/18/2022 08:00,6/2/2022 17:00,WPT32,,,
CP14510,Not Started,LINXS-1908.C.1.WS.3,Frame Vierendeel Truss PW Underside - TBIT,5/6/2022 08:00,5/17/2022 17:00,WPT32,,,
CP14500,Not Started,LINXS-1908.C.1.WS.3,Install Vierendeel Truss PW Signage / Wayfinding - TBIT,5/10/2022 08:00,5/13/2022 17:00,,,,
CP14490,Not Started,LINXS-1908.C.1.WS.3,Erect Vierendeel Truss PW Terrazo - TBIT,4/19/2022 08:00,5/9/2022 17:00,WPT36,,,
CP14480,Not Started,LINXS-1908.C.1.WS.3,Erect Vierendeel Truss PW Interior Guardrails - TBIT,4/29/2022 08:00,5/5/2022 17:00,,,,
CP14450,Not Started,LINXS-1908.C.1.WS.3,Remove Vierendeel Truss PW Suspended Access Platform - TBIT,4/25/2022 08:00,4/28/2022 17:00,,,,
CP14440,Not Started,LINXS-1908.C.1.WS.3,Install Vierendeel Truss PW Glazing - TBIT,4/14/2022 08:00,4/22/2022 17:00,WPT33,,,
CP14420,Not Started,LINXS-1908.C.1.WS.3,Construct Vierendeel Truss PW Glazing System Framing - TBIT,3/31/2022 08:00,4/13/2022 17:00,WPT33,,,
CP14410,Not Started,LINXS-1908.C.1.WS.3,Install Vierendeel Truss PW Metal Ceiling Panels - TBIT,3/25/2022 08:00,4/5/2022 17:00,WPT32,,,
CP14400,Not Started,LINXS-1908.C.1.WS.3,Install Vierendeel Truss PW Column Wraps - TBIT,3/15/2022 08:00,3/24/2022 17:00,WPT20,,,
CP14380,Not Started,LINXS-1908.C.1.WS.3,Frame Vierendeel Truss PW Columns - TBIT,3/7/2022 08:00,3/14/2022 17:00,WPT20,,,
CP14370,Not Started,LINXS-1908.C.1.WS.3,Erect Vierendeel Truss PW Frame Ceiling - TBIT,2/25/2022 08:00,3/10/2022 17:00,WPT24,,,
CP14360,Not Started,LINXS-1908.C.1.WS.3,Install Vierendeel Truss PW Tapered Insulation / Roofing - TBIT,2/25/2022 08:00,3/4/2022 17:00,WPT31,,,
CP14350,Not Started,LINXS-1908.C.1.WS.3,Place / Weld Off Vierendeel Truss PW Floor Decking - TBIT,2/21/2022 08:00,2/24/2022 17:00,WPT22,,,
