task_code,status_code,wbs_id,target_drtn_hr_cnt,task_name,wbs_name,wbs_path,user_field_833,delete_record_flag,
CG10120.0708.2,Not Started,LINXS-Current-2-Des.C.1.01.C,5,Guideway - Span 07 to 08 N/S - Rebar / PT Duct / Form Interior,Guideway Civil - Bents 8 to 25,C.1.01.C,GG08N6,,
CG10120.07N.1,Not Started,LINXS-Current-2-Des.C.1.01.C,5,Guideway - Frame 1GW1-F1A (07~08) - Pour Soffit & Stem / Cure,Guideway Civil - Bents 8 to 25,C.1.01.C,GG08N6,,
CG10120.07N.3,Not Started,LINXS-Current-2-Des.C.1.01.C,13,Guideway - Frame 1GW1-F1A (07~08) - Pour Deck / Cure / Strip,Guideway Civil - Bents 8 to 25,C.1.01.C,GG08N7,,
CG10120.07N.4,Not Started,LINXS-Current-2-Des.C.1.01.C,5,Guideway - Frame 1GW1-F1A-N (07~08) - Remove Falsework,Guideway Civil - Bents 8 to 25,C.1.01.C,GG08N94,,
CG10680.09N10.1,Not Started,LINXS-Current-2-Des.C.1.01.C,8,Guideway - Span 09 to 10N/S- Erect Falsework / Form Soffit & Exterior,Guideway Civil - Bents 8 to 25,C.1.01.C,CG1094,,
CG10680.09N10.2,Not Started,LINXS-Current-2-Des.C.1.01.C,5,Guideway - Span 09 to 10N/S- Rebar / PT Duct / Form Interior,Guideway Civil - Bents 8 to 25,C.1.01.C,CG106,,
CG10680.FR4N.3,Not Started,LINXS-Current-2-Des.C.1.01.C,13,Guideway - Frame 1GW1-F1C (09~10) - Pour Deck / Cure / Strip,Guideway Civil - Bents 8 to 25,C.1.01.C,GG11N7,,
CG10580.24,Not Started,LINXS-Current-2-Des.C.1.01.C,3,Guideway - Bent 024 - Install CIDH,Guideway Civil - Bents 8 to 25,C.1.01.C,GG241,,
CG10590.24.1,Not Started,LINXS-Current-2-Des.C.1.01.C,10,Guideway - Bent 024 - Column Rebar / Elec Rough-in / Form / Pour / Strip / BrgPad,Guideway Civil - Bents 8 to 25,C.1.01.C,GG242,,
CG10590.24.2,Not Started,LINXS-Current-2-Des.C.1.01.C,12,Guideway - Bent 024 - Bent Cap Falsework / Form / Rebar / PTDuct / HC,Guideway Civil - Bents 8 to 25,C.1.01.C,GG2494A,,
CG10590.24.3,Not Started,LINXS-Current-2-Des.C.1.01.C,11,Guideway - Bent 024 - Bent Cap Pour / Cure / P.T. / Strip,Guideway Civil - Bents 8 to 25,C.1.01.C,GG243,,
CG10610.2324.1,Not Started,LINXS-Current-2-Des.C.1.01.C,8,Guideway - Span 23 to 24 - Erect Falsework / Form Soffit & Exterior,Guideway Civil - Bents 8 to 25,C.1.01.C,GG2494,,
CG10610.2324.2,Not Started,LINXS-Current-2-Des.C.1.01.C,5,Guideway - Span 23 to 24 - Rebar / PT Duct / Form Interior,Guideway Civil - Bents 8 to 25,C.1.01.C,GG246,,
CG10610.FR7N.1,Not Started,LINXS-Current-2-Des.C.1.01.C,5,Guideway - Frame 1GW2-F2N (24) - Pour Soffit & Stem / Cure,Guideway Civil - Bents 8 to 25,C.1.01.C,GG24N6,,
CG10610.FR7N.3,Not Started,LINXS-Current-2-Des.C.1.01.C,13,Guideway - Frame 1GW2-F2N (24) - Pour Deck / Cure / Strip,Guideway Civil - Bents 8 to 25,C.1.01.C,GG24N7,,
CG10610.FR7N.4,Not Started,LINXS-Current-2-Des.C.1.01.C,6,Guideway - Frame 1GW2-F2N (24) - Remove Falsework,Guideway Civil - Bents 8 to 25,C.1.01.C,GG2494;GG26N94,,
CG10610.2425S.1,Not Started,LINXS-Current-2-Des.C.1.01.C,8,Guideway - Span 24 to 26N/S - Erect Falsework / Form Soffit & Exterior,Guideway Civil - Bents 8 to 25,C.1.01.C,GG26S94,,
CG10610.2425S.2,Not Started,LINXS-Current-2-Des.C.1.01.C,5,Guideway - Span 24 to 26N/S - Rebar / PT Duct / Form Interior,Guideway Civil - Bents 8 to 25,C.1.01.C,GG26S6,,
CG10610.FR7S.1,Not Started,LINXS-Current-2-Des.C.1.01.C,5,Guideway - Frame 1GW2-F2S (24~25) - Pour Soffit & Stem / Cure,Guideway Civil - Bents 8 to 25,C.1.01.C,GG256,,
CG10610.FR7S.3,Not Started,LINXS-Current-2-Des.C.1.01.C,13,Guideway - Frame 1GW2-F2S (24~25) - Pour Deck / Cure / Strip,Guideway Civil - Bents 8 to 25,C.1.01.C,GG25S7,,
CG10610.FR7S.4,Not Started,LINXS-Current-2-Des.C.1.01.C,5,Guideway - Frame 1GW2-F2S (24~25) - Remove Falsework,Guideway Civil - Bents 8 to 25,C.1.01.C,GG26S94;GG25S94;GG25S94A;GG2494A,,
CG10110.10.L.2,Not Started,LINXS-Current-2-Des.C.1.CS.C,18,Guideway CCTA Stn - Bent 010 -  Bent Cap Falsework / Form / Rebar,Center CTA Station - Civl,C.1.CS.C,CG1094A,,
CG10110.10.L.3,Not Started,LINXS-Current-2-Des.C.1.CS.C,11,Guideway CCTA Stn - Bent 010 - Bent Cap Pour / Cure / P.T. / Strip,Center CTA Station - Civl,C.1.CS.C,CG103,,
CG10700.08N.01W,Not Started,LINXS-Current-2-Des.C.1.01.C,10,Guideway - Span 08N-01W Segment (628~643) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09N6A,,
CG10700.08N.02W,Not Started,LINXS-Current-2-Des.C.1.01.C,7,Guideway - Span 08N-02W Segment (643~658) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09N6B,,
CG10700.08N.03W,Not Started,LINXS-Current-2-Des.C.1.01.C,7,Guideway - Span 08N-03W Segment (658~673) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09N6C,,
CG10700.08N.04W,Not Started,LINXS-Current-2-Des.C.1.01.C,7,Guideway - Span 08N-04W Segment (673~688) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09N6D,,
CG10700.08N.05W,Not Started,LINXS-Current-2-Des.C.1.01.C,7,Guideway - Span 08N-05W Segment (688~703) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09N6E,,
CG10700.08N.06W,Not Started,LINXS-Current-2-Des.C.1.01.C,7,Guideway - Span 08N-06W Segment (703~718) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09N6F,,
CG10700.08N.07W,Not Started,LINXS-Current-2-Des.C.1.01.C,7,Guideway - Span 08N-07W Segment (718~733) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09N6G,,
CG10700.08N.08W,Not Started,LINXS-Current-2-Des.C.1.01.C,7,Guideway - Span 08N-08W Segment (733~748) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09N6H,,
CG10700.08N.09W,Not Started,LINXS-Current-2-Des.C.1.01.C,7,Guideway - Span 08N-09W Segment (748~763) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09N6I,,
CG10700.09N.01E,Not Started,LINXS-Current-2-Des.C.1.01.C,7,Guideway - Span 09N-01E Segment (896~881) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09N6J,,
CG10700.09N.02E,Not Started,LINXS-Current-2-Des.C.1.01.C,7,Guideway - Span 09N-02E Segment (881~866) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09N6K,,
CG10700.09N.03E,Not Started,LINXS-Current-2-Des.C.1.01.C,7,Guideway - Span 09N-03E Segment (866~851) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09N6L,,
CG10700.09N.04E,Not Started,LINXS-Current-2-Des.C.1.01.C,7,Guideway - Span 09N-04E Segment (851~836) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09N6M,,
CG10700.09N.05E,Not Started,LINXS-Current-2-Des.C.1.01.C,7,Guideway - Span 09N-05E Segment (836~821) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09N6N,,
CG10700.09N.06E,Not Started,LINXS-Current-2-Des.C.1.01.C,7,Guideway - Span 09N-06E Segment (821~806) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09N6O,,
CG10700.09N.07E,Not Started,LINXS-Current-2-Des.C.1.01.C,7,Guideway - Span 09N-07E Segment (806~791) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09N6P,,
CG10700.09N08N.1,Not Started,LINXS-Current-2-Des.C.1.01.C,10,Guideway - Span 09N to 08N Segment (761~763) - Form / Rebar / Closure Pour / Cure,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09N6W,,
CG10700.FR03N.1,Not Started,LINXS-Current-2-Des.C.1.01.C,10,Guideway - Frame 1GW1-F1B.N (08~09) - Post-tension Frame,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG10710.08S.01W,Not Started,LINXS-Current-2-Des.C.1.01.C,10,Guideway - Span 08S-01W Segment (50627~50642) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09S6A,,
CG10710.08S.02W,Not Started,LINXS-Current-2-Des.C.1.01.C,7,Guideway - Span 08S-02W Segment (50642~50657) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09S6B,,
CG10710.08S.03W,Not Started,LINXS-Current-2-Des.C.1.01.C,7,Guideway - Span 08S-03W Segment (50657~50672) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09S6C,,
CG10710.08S.04W,Not Started,LINXS-Current-2-Des.C.1.01.C,7,Guideway - Span 08S-04W Segment (50672~50687) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09S6D,,
CG10710.08S.05W,Not Started,LINXS-Current-2-Des.C.1.01.C,7,Guideway - Span 08S-05W Segment (50687~50702) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09S6E,,
CG10710.08S.06W,Not Started,LINXS-Current-2-Des.C.1.01.C,7,Guideway - Span 08S-06W Segment (50702~50717) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09S6F,,
CG10710.08S.07W,Not Started,LINXS-Current-2-Des.C.1.01.C,7,Guideway - Span 08S-07W Segment (50717~50732) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09S6G,,
CG10710.08S.08W,Not Started,LINXS-Current-2-Des.C.1.01.C,7,Guideway - Span 08S-08W Segment (50732~50747) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09S6H,,
CG10710.08S.09W,Not Started,LINXS-Current-2-Des.C.1.01.C,7,Guideway - Span 08S-09W Segment (50747~50762) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09S6I,,
CG10710.09S.01E,Not Started,LINXS-Current-2-Des.C.1.01.C,7,Guideway - Span 09S-01E Segment (50903~50888) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09S6J,,
CG10710.09S.02E,Not Started,LINXS-Current-2-Des.C.1.01.C,7,Guideway - Span 09S-02E Segment (50888~50873) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09S6K,,
CG10710.09S.03E,Not Started,LINXS-Current-2-Des.C.1.01.C,7,Guideway - Span 09S-03E Segment (50873~50858) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09S6L,,
CG10710.09S.04E,Not Started,LINXS-Current-2-Des.C.1.01.C,7,Guideway - Span 09S-04E Segment (50858~50843) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09S6M,,
CG10710.09S.05E,Not Started,LINXS-Current-2-Des.C.1.01.C,7,Guideway - Span 09S-05E Segment (50843~50828) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09S6N,,
CG10710.09S.06E,Not Started,LINXS-Current-2-Des.C.1.01.C,7,Guideway - Span 09S-06E Segment (50828~50813) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09S6O,,
CG10710.09S.07E,Not Started,LINXS-Current-2-Des.C.1.01.C,7,Guideway - Span 09S-07E Segment (50813~50798) - Form / Rebar / Pour / P.T./ PT BKS,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09S6P,,
CG10710.FR03SS.1,Not Started,LINXS-Current-2-Des.C.1.01.C,10,Guideway - Frame 1GW1-F1B.S (08~09) - Post-tension Frame,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09S6,,
CG51110.N,Not Started,LINXS-Current-2-Des.C.1.01.C,10,Install Running Plinth - Frame 1GW1-F1N.1,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG51110.S,Not Started,LINXS-Current-2-Des.C.1.01.C,10,Install Running Plinth - Frame 1GW1-F1S.1,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG51120.N,Not Started,LINXS-Current-2-Des.C.1.01.C,12,Install Running Plinth - Frame 1GW1-F1N.2,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG51120.S,Not Started,LINXS-Current-2-Des.C.1.01.C,12,Install Running Plinth - Frame 1GW1-F1S.2,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG51140.A,Not Started,LINXS-Current-2-Des.C.1.01.C,18,Install Running Plinth A - Frame 1GW2-F1,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG51150.N,Not Started,LINXS-Current-2-Des.C.1.01.C,12,Install Running Plinth - Frame 1GW2-F2N,Guideway Civil - Bents 8 to 25,C.1.01.C,GG24N7,,
CG51150.S,Not Started,LINXS-Current-2-Des.C.1.01.C,12,Install Running Plinth - Frame 1GW2-F2S,Guideway Civil - Bents 8 to 25,C.1.01.C,GG25S7,,
CG51140.B,Not Started,LINXS-Current-2-Des.C.1.01.C,18,Install Running Plinth B - Frame 1GW2-F1,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG50120.FN04-08,Not Started,LINXS-Current-2-Des.C.1.01.C,6,Erect Guidebeam - Frames 5 North,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG50110.FN01-04,Not Started,LINXS-Current-2-Des.C.1.01.C,6,Erect Guidebeam - Frames 1 North,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG50120.FS04-08,Not Started,LINXS-Current-2-Des.C.1.01.C,6,Erect Guidebeam - Frames 5 South,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG52120.N,Not Started,LINXS-Current-2-Des.C.1.01.C,1,Construct Emergency Walkway Post - Frame 1GW1-F1N.1,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG52130.N,Not Started,LINXS-Current-2-Des.C.1.01.C,1,Construct Emergency Walkway Post - Frame 1GW1-F1N.2,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG52160,Not Started,LINXS-Current-2-Des.C.1.01.C,2,Construct Emergency Walkway Post - Frame 1GW2-F1S,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG52170.N,Not Started,LINXS-Current-2-Des.C.1.01.C,1,Construct Emergency Walkway Post - Frame 1GW2-F2N,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG52120.S,Not Started,LINXS-Current-2-Des.C.1.01.C,1,Construct Emergency Walkway Post - Frame 1GW1-F1S.1,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG52130.S,Not Started,LINXS-Current-2-Des.C.1.01.C,1,Construct Emergency Walkway Post - Frame 1GW1-F1S.2,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG52170.S,Not Started,LINXS-Current-2-Des.C.1.01.C,1,Construct Emergency Walkway Post - Frame 1GW2-F2S,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG52420.N,Not Started,LINXS-Current-2-Des.C.1.01.C,5,Construct Concrete Curb - Frame 1GW1-F1N.1,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG52420.S,Not Started,LINXS-Current-2-Des.C.1.01.C,5,Construct Concrete Curb - Frame 1GW1-F1S.1,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG52430.N,Not Started,LINXS-Current-2-Des.C.1.01.C,6,Construct Concrete Curb - Frame 1GW1-F1N.2,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG52430.S,Not Started,LINXS-Current-2-Des.C.1.01.C,6,Construct Concrete Curb - Frame 1GW1-F1S.2,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG52460,Not Started,LINXS-Current-2-Des.C.1.01.C,8,Construct Concrete Curb - Frame 1GW2-F1,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG52470.N,Not Started,LINXS-Current-2-Des.C.1.01.C,6,Construct Concrete Curb - Frame 1GW2-F2N,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG52470.S,Not Started,LINXS-Current-2-Des.C.1.01.C,6,Construct Concrete Curb - Frame 1GW2-F2S,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG10120.07N.2B,Not Started,LINXS-Current-2-Des.C.1.01.C,8,Guideway - Frame 1GW1-F1A (07~08) - Form & Rebar Lost Deck,Guideway Civil - Bents 8 to 25,C.1.01.C,GG087,,
CG10130.FR6.2B,Not Started,LINXS-Current-2-Des.C.1.01.C,8,Guideway - Frame 1GW2-F1 (19~23) - Form & Rebar Lost Deck,Guideway Civil - Bents 8 to 25,C.1.01.C,GG237,,
CG10610.FR7N.2B,Not Started,LINXS-Current-2-Des.C.1.01.C,8,Guideway - Frame 1GW2-F2N (24) - Form & Rebar Lost Deck,Guideway Civil - Bents 8 to 25,C.1.01.C,GG26N7,,
CG10610.FR7S.2B,Not Started,LINXS-Current-2-Des.C.1.01.C,8,Guideway - Frame 1GW2-F2S (24~25) - Form & Rebar Lost Deck,Guideway Civil - Bents 8 to 25,C.1.01.C,GG257,,
C1GW1A,Not Started,LINXS-Current-2-Des.C.1.01.C,20,"MOT & Mobilize Equip. FAA7460, Matls & Craft - Design Package 1GW1 - Area 1 - Superstructure Piers 7-11; Fdns Piers 8-9",Guideway Civil - Bents 8 to 25,C.1.01.C,,,
C1GW2A,Not Started,LINXS-Current-2-Des.C.1.01.C,10,"MOT & Mobilize Equip., Matls & Craft - Design Package 1GW2 - Area 1 - Superstructure Piers 18-26; Fdns Piers 20-25",Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG53120,Not Started,LINXS-Current-2-Des.C.1.01.C,23,Construct Crossover Switch SW11 Structural - Bent 07N (~4+00),Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG53510,Not Started,LINXS-Current-2-Des.C.1.01.C,30,Construct Crossover Switch SW12 Mechanical - Bent 07S (~503+10),Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG53520,Not Started,LINXS-Current-2-Des.C.1.01.C,30,Construct Crossover Switch SW11 Mechanical - Bent 07N (~4+00),Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG52165,Not Started,LINXS-Current-2-Des.C.1.01.C,2,Construct Emergency Walkway Post - Frame 1GW2-F1N,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG10120.07N.3S,Not Started,LINXS-Current-2-Des.C.1.01.C,5,Guideway - Frame 1GW1-F1A (07~08) - Stress,Guideway Civil - Bents 8 to 25,C.1.01.C,GG08N6,,
CG10680.FR4N.3S,Not Started,LINXS-Current-2-Des.C.1.01.C,5,Guideway - Frame 1GW1-F1C-N (09~10) - Stress,Guideway Civil - Bents 8 to 25,C.1.01.C,GG11N6,,
CG10130.FR6.3S,Not Started,LINXS-Current-2-Des.C.1.01.C,5,Guideway - Frame 1GW2-F1 (19~23) - Stress,Guideway Civil - Bents 8 to 25,C.1.01.C,GG237,,
CG10610.FR7N.3S,Not Started,LINXS-Current-2-Des.C.1.01.C,5,Guideway - Frame 1GW2-F2N (24) - Stress,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG10610.FR7S.3S,Not Started,LINXS-Current-2-Des.C.1.01.C,5,Guideway - Frame 1GW2-F2S (24~25) - Stress,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG57040,Not Started,LINXS-Current-2-Des.C.1.01.C,28,Guideway - Frame  1GW2-F1 - Structure Concrete Finishing,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG57050,Not Started,LINXS-Current-2-Des.C.1.01.C,17,Guideway - Frame  1GW2-F2 - Structure Concrete Finishing,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG10580.34,Not Started,LINXS-Current-2-Des.C.1.01.C,3,Guideway - Bent 025S - Install CIDH,Guideway Civil - Bents 8 to 25,C.1.01.C,GG251,,
CG10590.24.13,Not Started,LINXS-Current-2-Des.C.1.01.C,10,Guideway - Bent 025S - Column Rebar / Elec Rough-in / Form / Pour / Strip / BrgPad,Guideway Civil - Bents 8 to 25,C.1.01.C,GG252,,
CG10590.24.23,Not Started,LINXS-Current-2-Des.C.1.01.C,12,Guideway - Bent 025S - Bent Cap Falsework / Form / Rebar / PTDuct / HC,Guideway Civil - Bents 8 to 25,C.1.01.C,GG25S94A,,
CG10590.24.33,Not Started,LINXS-Current-2-Des.C.1.01.C,11,Guideway - Bent 025S - Bent Cap Pour / Cure / P.T. / Strip,Guideway Civil - Bents 8 to 25,C.1.01.C,GG253,,
CG50110.FN01-4,Not Started,LINXS-Current-2-Des.C.1.01.C,2,Erect Guidebeam - Frames 2 North,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG50110.FS01-4,Not Started,LINXS-Current-2-Des.C.1.01.C,2,Erect Guidebeam - Frames 2 South,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG52120.N10,Not Started,LINXS-Current-2-Des.C.1.01.C,2,Construct Emergency Walkway Panel - Frame 1GW1-F1N.1,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG52130.N10,Not Started,LINXS-Current-2-Des.C.1.01.C,2,Construct Emergency Walkway Panel - Frame 1GW1-F1N.2,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG52120.S10,Not Started,LINXS-Current-2-Des.C.1.01.C,2,Construct Emergency Walkway Panel - Frame 1GW1-F1S.1,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG52130.S10,Not Started,LINXS-Current-2-Des.C.1.01.C,2,Construct Emergency Walkway Panel - Frame 1GW1-F1S.2,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG52140.N10,Not Started,LINXS-Current-2-Des.C.1.01.C,2,Construct Emergency Walkway Panel - Frame 1GW1-F1N.3,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG52140.S10,Not Started,LINXS-Current-2-Des.C.1.01.C,2,Construct Emergency Walkway Panel - Frame 1GW1-F1S.3,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG50120.FN04-8,Not Started,LINXS-Current-2-Des.C.1.01.C,6,Erect Guidebeam - Frames 6 North,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG50120.FN04-18,Not Started,LINXS-Current-2-Des.C.1.01.C,6,Erect Guidebeam - Frames 7 North,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG50120.FS04-8,Not Started,LINXS-Current-2-Des.C.1.01.C,6,Erect Guidebeam - Frames 7 South,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG50120.FS04-18,Not Started,LINXS-Current-2-Des.C.1.01.C,6,Erect Guidebeam - Frames 6 South,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG57363,Not Started,LINXS-Current-2-Des.C.1.01.C,4,Construct Emergency Walkway Panel - Frame 1GW2-F1N,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG57373,Not Started,LINXS-Current-2-Des.C.1.01.C,4,Construct Emergency Walkway Panel - Frame 1GW2-F1S,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG52170.N10,Not Started,LINXS-Current-2-Des.C.1.01.C,2,Construct Emergency Walkway Panel - Frame 1GW2-F2N,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG52170.S10,Not Started,LINXS-Current-2-Des.C.1.01.C,2,Construct Emergency Walkway Panel - Frame 1GW2-F2S,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG10700.09N08N.11,Not Started,LINXS-Current-2-Des.C.1.01.C,10,Guideway - Span 09S to 08S Segment (761~763) - Form / Rebar / Closure Pour / Cure,Guideway Civil - Bents 8 to 25,C.1.01.C,GG09N6W,,
CG10100.10.10,Not Started,LINXS-Current-2-Des.C.1.CS.C,4,Guideway CCTA Stn - Bent 010 - Install CIDH pile cap,Center CTA Station - Civl,C.1.CS.C,,,
CG10100.08N.10,Not Started,LINXS-Current-2-Des.C.1.01.C,4,Guideway - Bent 008N - Install CIDH pile cap,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG10100.09N.10,Not Started,LINXS-Current-2-Des.C.1.01.C,4,Guideway - Bent 009N - Install CIDH pile cap,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG10100.08S.10,Not Started,LINXS-Current-2-Des.C.1.01.C,4,Guideway - Bent 008S - Install CIDH pile cap,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG10100.09S.10,Not Started,LINXS-Current-2-Des.C.1.01.C,4,Guideway - Bent 009S - Install CIDH pile cap,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG10200.20.10,Not Started,LINXS-Current-2-Des.C.1.01.C,4,Guideway - Bent 020 - Install CIDH pile cap,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG10200.21.10,Not Started,LINXS-Current-2-Des.C.1.01.C,4,Guideway - Bent 021 - Install CIDH pile cap,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG10200.22.10,Not Started,LINXS-Current-2-Des.C.1.01.C,4,Guideway - Bent 022 - Install CIDH pile cap,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG10580.23.10,Not Started,LINXS-Current-2-Des.C.1.01.C,4,Guideway - Bent 023 - Install CIDH pile cap,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG10580.24.10,Not Started,LINXS-Current-2-Des.C.1.01.C,4,Guideway - Bent 024 - Install CIDH pile cap,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
CG10580.34.10,Not Started,LINXS-Current-2-Des.C.1.01.C,4,Guideway - Bent 025S - Install CIDH pile cap,Guideway Civil - Bents 8 to 25,C.1.01.C,,,
LAXCZ1RW02,Not Started,LINXS-Current-2-Des.C.1.RW.01,623,Roadway - West Way - CTA - WBS Summary,CTA - West Way,C.1.RW.01,,,
CR10290,Not Started,LINXS-Current-2-Des.C.1.RW.01.1,12,Construct Curb/Gutter/Flatwork - West Way Upper - CTA,Upper West Way,C.1.RW.01.1,,,
CR10270,Not Started,LINXS-Current-2-Des.C.1.RW.01.2,6,Place AC Pavement - West Way - CTA,Lower West Way,C.1.RW.01.2,,,
CR10260,Not Started,LINXS-Current-2-Des.C.1.RW.01.2,4,Place Striping & Signage - West Way - CTA,Lower West Way,C.1.RW.01.2,,,
